time,open,high,low,close,volume,ticker,Symbol
2023-10-03,88800,88800,86000,86300,546000,GAS,GAS
2023-10-04,86000,86500,85800,85800,603600,GAS,GAS
2023-10-05,85700,85800,84200,84200,589900,GAS,GAS
2023-10-06,84100,84200,83000,84200,350400,GAS,GAS
2023-10-09,86500,87300,85500,86600,514800,GAS,GAS
2023-10-10,87200,88200,85400,86400,986100,GAS,GAS
2023-10-11,87000,87500,85500,86000,658700,GAS,GAS
2023-10-12,86400,86400,85000,86000,639900,GAS,GAS
2023-10-13,85100,86000,84400,85800,431800,GAS,GAS
2023-10-16,86500,87900,86500,86900,874500,GAS,GAS
2023-10-17,86700,86900,85200,85200,454400,GAS,GAS
2023-10-18,85000,85100,81500,83000,792800,GAS,GAS
2023-10-19,83000,83500,81900,81900,638800,GAS,GAS
2023-10-20,82200,83200,80000,83200,812700,GAS,GAS
2023-10-23,83300,83300,80400,80600,467400,GAS,GAS
2023-10-24,81000,81300,80000,81200,348400,GAS,GAS
2023-10-25,81000,81400,80400,80400,329400,GAS,GAS
2023-10-26,77800,80000,75500,75500,1072900,GAS,GAS
2023-10-27,76500,78500,75600,77600,377800,GAS,GAS
2023-10-30,77600,77700,76500,76600,256600,GAS,GAS
2023-10-31,76600,77100,76000,76600,355200,GAS,GAS
2023-11-01,77500,77500,76300,76900,296600,GAS,GAS
2023-11-02,77300,79200,76900,79200,444700,GAS,GAS
2023-11-03,79400,79700,78300,79100,455300,GAS,GAS
2023-11-06,79100,79100,78000,79000,415200,GAS,GAS
2023-11-07,79000,80400,78500,78800,309800,GAS,GAS
2023-11-08,78100,80000,78000,80000,504300,GAS,GAS
2023-11-09,80000,80400,79000,80000,628100,GAS,GAS
2023-11-10,79000,80000,78500,78700,525700,GAS,GAS
2023-11-13,79000,79500,78600,79000,306300,GAS,GAS
2023-11-14,79300,79700,78500,79100,445500,GAS,GAS
2023-11-15,79600,80700,79600,80100,823800,GAS,GAS
2023-11-16,79900,80000,79000,80000,652000,GAS,GAS
2023-11-17,79600,79700,78300,78700,778800,GAS,GAS
2023-11-20,77700,78900,77600,78300,572600,GAS,GAS
2023-11-21,78800,79100,78300,79000,379300,GAS,GAS
2023-11-22,79000,79300,78400,79000,481600,GAS,GAS
2023-11-23,79100,79200,77000,77000,611500,GAS,GAS
2023-11-24,77100,77600,76000,77500,624900,GAS,GAS
2023-11-27,77700,77700,76500,76800,404100,GAS,GAS
2023-11-28,76500,77000,75800,77000,526300,GAS,GAS
2023-11-29,76700,78000,76600,77800,596100,GAS,GAS
2023-11-30,77900,78300,76500,76500,465700,GAS,GAS
2023-12-01,77000,77900,76600,77700,492700,GAS,GAS
2023-12-04,77800,79100,77700,79000,783500,GAS,GAS
2023-12-05,79000,79900,78700,79000,661500,GAS,GAS
2023-12-06,79000,79800,78900,79800,480100,GAS,GAS
2023-12-07,79400,79500,77500,77900,856700,GAS,GAS
2023-12-08,78100,78700,77500,77600,884500,GAS,GAS
2023-12-11,78600,78600,77800,78300,694500,GAS,GAS
2023-12-12,78300,78400,77900,78200,471100,GAS,GAS
2023-12-13,78200,78200,76800,76900,1119800,GAS,GAS
2023-12-14,76900,77700,76700,76900,403200,GAS,GAS
2023-12-15,76900,76900,76000,76000,806600,GAS,GAS
2023-12-18,76000,76100,75500,75500,615300,GAS,GAS
2023-12-19,75000,75400,74200,75000,886500,GAS,GAS
2023-12-20,75500,75500,74800,75200,573700,GAS,GAS
2023-12-21,75000,75100,74400,74700,727800,GAS,GAS
2023-12-22,74900,75200,74300,74700,616600,GAS,GAS
2023-12-25,74700,76700,74700,76500,1056300,GAS,GAS
2023-12-26,76700,76700,75700,76400,755000,GAS,GAS
2023-12-27,76400,76700,76100,76300,706400,GAS,GAS
2023-12-28,76400,76400,75600,76000,767200,GAS,GAS
2023-12-29,76200,76300,75500,75500,1035000,GAS,GAS
2024-01-02,75800,76300,75500,75600,693400,GAS,GAS
2019-01-02,7860,7860,7680,7750,1103106,ACB,ACB
2019-01-03,6980,7730,6980,7470,1956382,ACB,ACB
2019-01-04,7430,7570,7330,7520,2771983,ACB,ACB
2019-01-07,7680,7680,7570,7620,1305819,ACB,ACB
2019-01-08,8330,8330,7570,7570,846226,ACB,ACB
2019-01-09,7590,7730,7570,7700,2196358,ACB,ACB
2019-01-10,7700,7730,7680,7680,1378687,ACB,ACB
2019-01-11,7700,7730,7650,7680,1250077,ACB,ACB
2019-01-14,7650,7680,7620,7620,937155,ACB,ACB
2019-01-15,7480,7730,7040,7730,901146,ACB,ACB
2019-01-16,7730,7780,7650,7650,509354,ACB,ACB
2019-01-17,7680,7730,7650,7680,737519,ACB,ACB
2019-01-18,7700,7700,7540,7590,1412966,ACB,ACB
2019-01-21,7620,7960,7620,7840,2079830,ACB,ACB
2019-01-22,7890,7910,7730,7730,1845725,ACB,ACB
2019-01-23,7700,7750,7680,7730,1160094,ACB,ACB
2019-01-24,7750,7840,7700,7750,1743450,ACB,ACB
2019-01-25,7910,7910,7730,7750,836534,ACB,ACB
2019-01-28,7750,7780,7430,7680,997088,ACB,ACB
2019-01-29,7650,7700,7590,7700,1091518,ACB,ACB
2019-01-30,8230,8230,7700,7780,1565464,ACB,ACB
2019-01-31,7860,7910,7780,7810,1674668,ACB,ACB
2019-02-01,7810,7860,7780,7840,781100,ACB,ACB
2019-02-11,7910,8210,7860,8020,1713857,ACB,ACB
2019-02-12,8020,8119,8020,8100,2059630,ACB,ACB
2019-02-13,8119,8160,8050,8100,2093177,ACB,ACB
2019-02-14,8100,8100,7990,7990,1357835,ACB,ACB
2019-02-15,7990,8070,7960,8020,2176902,ACB,ACB
2019-02-18,8020,8100,8020,8070,1908779,ACB,ACB
2019-02-19,8100,8100,8020,8050,2754758,ACB,ACB
2019-02-20,8050,8100,8020,8070,1693486,ACB,ACB
2019-02-21,8070,8160,7990,7990,2970459,ACB,ACB
2019-02-22,8020,8180,7960,8100,3974330,ACB,ACB
2019-02-25,8160,8330,8100,8230,3874034,ACB,ACB
2019-02-26,8180,8290,8119,8180,2277127,ACB,ACB
2019-02-27,8180,8210,8100,8119,1544839,ACB,ACB
2019-02-28,8180,8180,7890,7890,3793504,ACB,ACB
2019-03-01,7910,7990,7840,7960,1478830,ACB,ACB
2019-03-04,7960,8100,7950,8070,3120806,ACB,ACB
2019-03-05,8070,8160,7990,8050,2465893,ACB,ACB
2019-03-06,8020,8070,7960,8050,1178516,ACB,ACB
2019-03-07,8070,8160,8050,8100,3301746,ACB,ACB
2019-03-08,8070,8119,8020,8050,1416810,ACB,ACB
2019-03-11,8050,8119,8020,8070,1032198,ACB,ACB
2019-03-12,8100,8210,8050,8210,2504257,ACB,ACB
2019-03-13,8260,8420,8210,8330,5473410,ACB,ACB
2019-03-14,8330,8500,8320,8370,2333220,ACB,ACB
2019-03-15,8390,8450,8320,8420,2649931,ACB,ACB
2019-03-18,8450,8550,8420,8470,3739699,ACB,ACB
2019-03-19,8500,8500,8290,8320,2828856,ACB,ACB
2019-03-20,8330,8330,8160,8230,3143264,ACB,ACB
2019-03-21,8230,8330,8070,8070,2939770,ACB,ACB
2019-03-22,8070,8160,8070,8100,1819172,ACB,ACB
2019-03-25,8070,8070,7950,7990,2275202,ACB,ACB
2019-03-26,8020,8070,7990,8050,1540206,ACB,ACB
2019-03-27,8070,8119,8020,8070,856984,ACB,ACB
2019-03-28,8070,8100,8020,8050,1366727,ACB,ACB
2019-03-29,8050,8100,8020,8050,1915257,ACB,ACB
2019-04-01,8050,8100,8050,8050,751744,ACB,ACB
2019-04-02,8100,8160,8050,8050,1184570,ACB,ACB
2019-04-03,8100,8100,7950,7990,1394796,ACB,ACB
2019-04-04,7950,8050,7950,8020,1091143,ACB,ACB
2019-04-05,8020,8070,7990,8020,767879,ACB,ACB
2019-04-08,8020,8210,8020,8180,2224599,ACB,ACB
2019-04-09,8180,8230,8100,8100,1801683,ACB,ACB
2019-04-10,8050,8100,8020,8020,868574,ACB,ACB
2019-04-11,8119,8119,7990,8050,905666,ACB,ACB
2019-04-12,8020,8050,7960,8020,1051329,ACB,ACB
2019-04-16,8020,8020,7910,7960,1328836,ACB,ACB
2019-04-17,7990,8050,7950,7950,688254,ACB,ACB
2019-04-18,7780,7960,7780,7890,1019057,ACB,ACB
2019-04-19,7910,7950,7860,7860,599302,ACB,ACB
2019-04-22,7890,7890,7730,7780,1362678,ACB,ACB
2019-04-23,7810,7950,7730,7860,1651748,ACB,ACB
2019-04-24,7890,8020,7840,7990,1062284,ACB,ACB
2019-04-25,7990,8070,7950,7960,745480,ACB,ACB
2019-04-26,7960,8020,7950,7990,1123078,ACB,ACB
2019-05-02,8020,8050,7890,7890,1134878,ACB,ACB
2019-05-03,7910,7960,7910,7960,1115126,ACB,ACB
2019-05-06,7960,7960,7810,7810,1381176,ACB,ACB
2019-05-07,7960,7960,7750,7840,869471,ACB,ACB
2019-05-08,7780,7860,7730,7840,1019991,ACB,ACB
2019-05-09,7810,7840,7730,7730,603773,ACB,ACB
2019-05-10,7730,7810,7700,7780,646916,ACB,ACB
2019-05-13,7810,7860,7750,7750,913337,ACB,ACB
2019-05-14,7750,7780,7680,7730,1601854,ACB,ACB
2019-05-15,7730,7890,7730,7840,1290890,ACB,ACB
2019-05-16,7860,7860,7750,7780,1467241,ACB,ACB
2019-05-17,7780,7810,7750,7750,852070,ACB,ACB
2019-05-20,7780,7840,7730,7780,675438,ACB,ACB
2019-05-21,7810,7890,7780,7810,1385291,ACB,ACB
2019-05-22,7810,7950,7810,7860,1274690,ACB,ACB
2019-05-23,7950,7960,7780,7840,630966,ACB,ACB
2019-05-24,7220,7840,7220,7750,891367,ACB,ACB
2019-05-27,7730,7750,7700,7700,911886,ACB,ACB
2019-05-28,7700,7750,7680,7680,941132,ACB,ACB
2019-05-29,7680,7750,7620,7750,1083726,ACB,ACB
2019-05-30,7730,7750,7700,7730,725399,ACB,ACB
2019-05-31,7700,7730,7620,7700,1025615,ACB,ACB
2019-06-03,7620,7700,7590,7620,1150302,ACB,ACB
2019-06-04,7620,7700,7590,7590,870018,ACB,ACB
2019-06-05,7590,7680,7590,7680,1056785,ACB,ACB
2019-06-06,7680,7680,7540,7570,912088,ACB,ACB
2019-06-07,7570,7650,7570,7620,282088,ACB,ACB
2019-06-10,7620,7680,7590,7590,463155,ACB,ACB
2019-06-11,7590,7620,7590,7590,563995,ACB,ACB
2019-06-12,7590,7620,7570,7570,557708,ACB,ACB
2019-06-13,7570,7620,7570,7590,846792,ACB,ACB
2019-06-14,7590,7700,7590,7620,1047441,ACB,ACB
2019-06-17,7620,7680,7590,7620,896432,ACB,ACB
2019-06-18,7620,7700,7620,7680,769216,ACB,ACB
2019-06-19,7680,7730,7650,7680,506197,ACB,ACB
2019-06-20,7680,7860,7650,7860,1436398,ACB,ACB
2019-06-21,7860,7960,7810,7840,826692,ACB,ACB
2019-06-24,7840,7890,7810,7840,1421227,ACB,ACB
2019-06-25,7840,7860,7700,7750,1331315,ACB,ACB
2019-06-26,7700,7750,7700,7700,389568,ACB,ACB
2019-06-27,7700,7730,7590,7590,873525,ACB,ACB
2019-06-28,7590,7680,7570,7680,670700,ACB,ACB
2019-07-01,7810,7810,7700,7750,640739,ACB,ACB
2019-07-02,7750,7750,7680,7680,388434,ACB,ACB
2019-07-03,7700,7730,7620,7650,643573,ACB,ACB
2019-07-04,7680,7780,7680,7750,925764,ACB,ACB
2019-07-05,7780,7810,7730,7750,799873,ACB,ACB
2019-07-08,7750,7810,7680,7700,428679,ACB,ACB
2019-07-09,7700,7910,7700,7910,2778824,ACB,ACB
2019-07-10,7910,7960,7860,7860,1121395,ACB,ACB
2019-07-11,7860,8070,7860,8020,2082872,ACB,ACB
2019-07-12,8050,8070,7960,7990,888185,ACB,ACB
2019-07-15,7990,8020,7950,7960,933272,ACB,ACB
2019-07-16,7960,8070,7960,8020,1196262,ACB,ACB
2019-07-17,8020,8210,8020,8160,2508774,ACB,ACB
2019-07-18,8070,8180,8020,8180,1601573,ACB,ACB
2019-07-19,8500,8500,8180,8290,2877999,ACB,ACB
2019-07-22,9110,9110,8160,8230,1903199,ACB,ACB
2019-07-23,8230,8260,8160,8180,1951764,ACB,ACB
2019-07-24,8180,8260,8050,8160,3961188,ACB,ACB
2019-07-25,8220,8330,8189,8189,2097782,ACB,ACB
2019-07-26,8220,8220,8050,8080,1052101,ACB,ACB
2019-07-29,8010,8080,7900,7950,1258626,ACB,ACB
2019-07-30,7880,8050,7880,7900,1100105,ACB,ACB
2019-07-31,7980,7980,7850,7880,893714,ACB,ACB
2019-08-01,7850,7950,7740,7780,1903052,ACB,ACB
2019-08-02,7780,7810,7600,7700,1774559,ACB,ACB
2019-08-05,7700,7700,7530,7600,2538864,ACB,ACB
2019-08-06,7080,7560,7080,7490,1820835,ACB,ACB
2019-08-07,7530,7600,7460,7460,1031673,ACB,ACB
2019-08-08,7110,7600,6910,7600,1066927,ACB,ACB
2019-08-09,7390,7700,7390,7560,726110,ACB,ACB
2019-08-12,7600,7600,7530,7600,578401,ACB,ACB
2019-08-13,7560,7600,7460,7560,574727,ACB,ACB
2019-08-14,7600,7670,7490,7490,906910,ACB,ACB
2019-08-15,7490,7490,7360,7490,1470311,ACB,ACB
2019-08-16,7560,7640,7430,7560,1536110,ACB,ACB
2019-08-19,7600,7700,7560,7600,1209980,ACB,ACB
2019-08-20,7640,7700,7640,7670,1318890,ACB,ACB
2019-08-21,7670,7740,7640,7700,2791144,ACB,ACB
2019-08-22,7780,7880,7740,7850,1653260,ACB,ACB
2019-08-23,7850,7880,7740,7810,815330,ACB,ACB
2019-08-26,7780,7780,7640,7780,1015427,ACB,ACB
2019-08-27,7740,7810,7700,7780,1016097,ACB,ACB
2019-08-28,7740,7780,7670,7670,513225,ACB,ACB
2019-08-29,7700,7740,7600,7640,636900,ACB,ACB
2019-08-30,7700,7780,7640,7670,544010,ACB,ACB
2019-09-03,7670,7740,7560,7640,484897,ACB,ACB
2019-09-04,7640,7640,7530,7600,365320,ACB,ACB
2019-09-05,7640,7640,7560,7600,625327,ACB,ACB
2019-09-06,7600,7640,7490,7560,516662,ACB,ACB
2019-09-09,7530,7600,7490,7560,369511,ACB,ACB
2019-09-10,7560,7560,7460,7490,821441,ACB,ACB
2019-09-11,7490,7530,7460,7530,429890,ACB,ACB
2019-09-12,7560,7670,7530,7670,622048,ACB,ACB
2019-09-13,7700,7810,7640,7810,1325067,ACB,ACB
2019-09-16,7810,7850,7700,7740,1238267,ACB,ACB
2019-09-17,7740,7740,7640,7700,1189898,ACB,ACB
2019-09-18,7700,7810,7670,7740,1542208,ACB,ACB
2019-09-19,7740,8010,7700,7980,3421555,ACB,ACB
2019-09-20,8109,8780,7980,8010,2535289,ACB,ACB
2019-09-23,8010,8160,7980,8050,2878182,ACB,ACB
2019-09-24,8050,8080,7980,8010,1324749,ACB,ACB
2019-09-25,7980,8010,7900,7950,1522720,ACB,ACB
2019-09-26,7950,8050,7900,8050,2320597,ACB,ACB
2019-09-27,8640,8640,8010,8010,2163685,ACB,ACB
2019-09-30,8050,8160,8010,8080,2304040,ACB,ACB
2019-10-01,8080,8189,8050,8189,1846967,ACB,ACB
2019-10-02,8109,8220,8109,8160,2160049,ACB,ACB
2019-10-03,8109,8160,8050,8160,1856827,ACB,ACB
2019-10-04,8160,8220,8109,8160,1582366,ACB,ACB
2019-10-07,8160,8160,8010,8010,1931392,ACB,ACB
2019-10-08,8010,8080,7980,8050,1159716,ACB,ACB
2019-10-09,8080,8189,8050,8189,1715656,ACB,ACB
2019-10-10,8189,8390,8189,8290,4857384,ACB,ACB
2019-10-11,8290,8360,8260,8290,1525076,ACB,ACB
2019-10-14,8290,8460,8290,8460,3538655,ACB,ACB
2019-10-15,8460,8500,8390,8430,2327203,ACB,ACB
2019-10-16,8460,8500,8430,8430,2073772,ACB,ACB
2019-10-17,8390,8430,8330,8430,1915729,ACB,ACB
2019-10-18,8460,8460,8290,8330,1865732,ACB,ACB
2019-10-21,8290,8360,8080,8080,2742188,ACB,ACB
2019-10-22,8080,8109,8050,8109,1660272,ACB,ACB
2019-10-23,8109,8189,8109,8109,983685,ACB,ACB
2019-10-24,8160,8160,8080,8160,921275,ACB,ACB
2019-10-25,8160,8160,8080,8160,1105479,ACB,ACB
2019-10-28,8160,8260,8160,8189,1090296,ACB,ACB
2019-10-29,8220,8260,8160,8189,1702377,ACB,ACB
2019-10-30,8220,8430,8160,8390,7431303,ACB,ACB
2019-10-31,8390,8430,8330,8330,1293107,ACB,ACB
2019-11-01,8189,8390,8189,8360,1907428,ACB,ACB
2019-11-04,8360,8530,8360,8500,3939389,ACB,ACB
2019-11-05,8530,8600,8500,8500,3578931,ACB,ACB
2019-11-06,8570,8570,8460,8500,2507149,ACB,ACB
2019-11-07,8500,8530,8460,8500,2102499,ACB,ACB
2019-11-08,8600,8670,8500,8570,3921492,ACB,ACB
2019-11-11,8570,8600,8530,8530,1719955,ACB,ACB
2019-11-12,8530,8530,8460,8530,1574994,ACB,ACB
2019-11-13,8530,8740,8530,8640,3575361,ACB,ACB
2019-11-14,8640,8670,8460,8460,2291325,ACB,ACB
2019-11-15,8430,8500,8430,8430,1652242,ACB,ACB
2019-11-18,8430,8460,8290,8330,2764302,ACB,ACB
2019-11-19,8330,8360,8290,8360,1398481,ACB,ACB
2019-11-20,8390,8390,8260,8260,1357644,ACB,ACB
2019-11-21,7600,8330,7600,8290,1782516,ACB,ACB
2019-11-22,8290,8290,7980,8010,3363603,ACB,ACB
2019-11-25,8050,8160,8010,8080,1949233,ACB,ACB
2019-11-26,8109,8189,8109,8160,577968,ACB,ACB
2019-11-27,8160,8189,8010,8010,952900,ACB,ACB
2019-11-28,8050,8050,7880,7900,1688171,ACB,ACB
2019-11-29,7900,7980,7880,7980,800193,ACB,ACB
2019-12-02,7980,8010,7780,7810,1640609,ACB,ACB
2019-12-03,7850,7900,7740,7810,1422078,ACB,ACB
2019-12-04,7850,7980,7780,7980,1314925,ACB,ACB
2019-12-05,8010,8010,7900,7950,1242216,ACB,ACB
2019-12-06,7950,7980,7900,7950,698762,ACB,ACB
2019-12-09,7950,7950,7850,7900,814425,ACB,ACB
2019-12-10,7900,7950,7810,7880,573899,ACB,ACB
2019-12-11,7880,7900,7810,7900,785569,ACB,ACB
2019-12-12,7900,7980,7900,7950,656342,ACB,ACB
2019-12-13,7950,8050,7950,8010,1445939,ACB,ACB
2019-12-16,8010,8010,7950,7950,951838,ACB,ACB
2019-12-17,7950,7950,7880,7880,940104,ACB,ACB
2019-12-18,7850,7880,7780,7780,1132793,ACB,ACB
2019-12-19,7810,7810,7740,7780,625416,ACB,ACB
2019-12-20,7810,7850,7780,7850,1043390,ACB,ACB
2019-12-23,7850,7950,7850,7880,1786089,ACB,ACB
2019-12-24,7900,7900,7850,7850,821359,ACB,ACB
2019-12-25,7880,7900,7810,7900,1121331,ACB,ACB
2019-12-26,7880,7880,7810,7810,893827,ACB,ACB
2019-12-27,7810,7850,7780,7850,906262,ACB,ACB
2019-12-30,7850,7900,7810,7850,1367912,ACB,ACB
2019-12-31,7850,7900,7780,7880,1649842,ACB,ACB
2020-01-02,7880,7950,7850,7950,1163109,ACB,ACB
2020-01-03,7950,8010,7900,7950,1055528,ACB,ACB
2020-01-06,7950,7950,7780,7780,1286035,ACB,ACB
2020-01-07,7780,7850,7780,7780,1050934,ACB,ACB
2020-01-08,7780,7780,7600,7640,2304937,ACB,ACB
2020-01-09,7670,7810,7670,7740,1422248,ACB,ACB
2020-01-10,7780,7980,7780,7850,2371501,ACB,ACB
2020-01-13,7900,7900,7850,7900,1523181,ACB,ACB
2020-01-14,7900,8109,7900,8109,2851982,ACB,ACB
2020-01-15,8109,8109,8010,8050,1158657,ACB,ACB
2020-01-16,8050,8290,8050,8260,2819687,ACB,ACB
2020-01-17,8290,8330,8189,8220,2706194,ACB,ACB
2020-01-20,8220,8530,8220,8390,4443379,ACB,ACB
2020-01-21,8460,8530,8390,8460,1775816,ACB,ACB
2020-01-22,8500,8500,8390,8460,1574379,ACB,ACB
2020-01-30,8360,8390,8010,8160,4250097,ACB,ACB
2020-01-31,8109,8220,7900,7950,4243264,ACB,ACB
2020-02-03,7700,7950,7490,7810,4430186,ACB,ACB
2020-02-04,7900,8010,7780,8010,2397062,ACB,ACB
2020-02-05,8080,8109,7900,7950,2790275,ACB,ACB
2020-02-06,7980,8290,7950,8290,2980981,ACB,ACB
2020-02-07,8290,8330,8160,8220,2007251,ACB,ACB
2020-02-10,8220,8260,8080,8160,1271190,ACB,ACB
2020-02-11,8160,8220,8109,8189,1862090,ACB,ACB
2020-02-12,8220,8880,8220,8850,10516207,ACB,ACB
2020-02-13,8850,8880,8670,8810,3773365,ACB,ACB
2020-02-14,8810,9270,8810,9120,8018099,ACB,ACB
2020-02-17,9090,9220,8980,9120,3764464,ACB,ACB
2020-02-18,9120,9360,9090,9190,6293208,ACB,ACB
2020-02-19,9160,9220,8950,9090,5091969,ACB,ACB
2020-02-20,9090,9320,9010,9120,5578717,ACB,ACB
2020-02-21,8600,9190,8600,8880,6333926,ACB,ACB
2020-02-24,8810,8850,8220,8290,10321149,ACB,ACB
2020-02-25,8109,8670,7980,8670,8279866,ACB,ACB
2020-02-26,8640,8670,8390,8500,4519324,ACB,ACB
2020-02-27,8360,8810,8360,8810,5309790,ACB,ACB
2020-02-28,7950,8740,7950,8710,5959642,ACB,ACB
2020-03-02,8430,8810,8430,8710,3629494,ACB,ACB
2020-03-03,8850,8950,8740,8850,6364207,ACB,ACB
2020-03-04,8850,8910,8740,8910,5047583,ACB,ACB
2020-03-05,8980,9120,8780,8850,5965022,ACB,ACB
2020-03-06,8810,8810,8670,8740,3959935,ACB,ACB
2020-03-09,8530,8530,7950,8050,16776046,ACB,ACB
2020-03-10,7950,8570,7900,8360,7582331,ACB,ACB
2020-03-11,8390,8430,7950,8080,7841324,ACB,ACB
2020-03-12,7950,7950,7430,7640,11082125,ACB,ACB
2020-03-13,7430,7780,7080,7600,9020091,ACB,ACB
2020-03-16,7600,7700,7150,7220,4614344,ACB,ACB
2020-03-17,7180,7390,6950,7290,6568088,ACB,ACB
2020-03-18,7360,7460,7220,7320,4944595,ACB,ACB
2020-03-19,7260,7360,7150,7290,4083896,ACB,ACB
2020-03-20,8010,8010,7260,7390,3341564,ACB,ACB
2020-03-23,7320,7390,6670,6670,10024177,ACB,ACB
2020-03-24,6590,6880,6590,6770,4315784,ACB,ACB
2020-03-25,6910,7180,6910,7080,4115341,ACB,ACB
2020-03-26,7110,7110,6800,6800,3631529,ACB,ACB
2020-03-27,6800,6950,6740,6800,3980631,ACB,ACB
2020-03-30,6740,6740,6180,6280,5925098,ACB,ACB
2020-03-31,6280,6500,6010,6150,4532153,ACB,ACB
2020-04-01,5560,6560,5560,6430,2761168,ACB,ACB
2020-04-03,6250,6700,6250,6590,3574343,ACB,ACB
2020-04-06,6700,7180,6590,7110,5757259,ACB,ACB
2020-04-07,7260,7260,6910,7010,4467621,ACB,ACB
2020-04-08,7700,7700,6800,6980,2331536,ACB,ACB
2020-04-09,7670,7670,6910,6910,4068966,ACB,ACB
2020-04-10,6560,6980,6560,6840,2517477,ACB,ACB
2020-04-13,6180,7050,6180,6910,1926793,ACB,ACB
2020-04-14,6910,6980,6800,6910,3167293,ACB,ACB
2020-04-15,6910,7150,6910,6980,3686239,ACB,ACB
2020-04-16,6980,7050,6950,7050,1895213,ACB,ACB
2020-04-17,7080,7290,7080,7260,4809341,ACB,ACB
2020-04-20,7320,7320,7110,7150,3064104,ACB,ACB
2020-04-21,7110,7110,6800,6840,6015799,ACB,ACB
2020-04-22,6840,7050,6700,7050,2637424,ACB,ACB
2020-04-23,7080,7180,7010,7010,2076603,ACB,ACB
2020-04-24,6980,7050,6740,7010,1264729,ACB,ACB
2020-04-27,7010,7110,6910,6950,1806851,ACB,ACB
2020-04-28,6950,7050,6910,7010,1246915,ACB,ACB
2020-04-29,7010,7080,6980,7080,1196049,ACB,ACB
2020-05-04,7080,7080,6950,7010,1193939,ACB,ACB
2020-05-05,6980,7050,6980,7010,1126770,ACB,ACB
2020-05-06,7050,7320,6980,7180,4453036,ACB,ACB
2020-05-07,7220,7320,7180,7320,2973997,ACB,ACB
2020-05-08,7360,7560,7260,7390,5995918,ACB,ACB
2020-05-11,7560,7560,7390,7490,4108808,ACB,ACB
2020-05-12,7490,7600,6770,7530,4057939,ACB,ACB
2020-05-13,7600,7600,7430,7490,3453900,ACB,ACB
2020-05-14,7490,7530,7260,7390,3827622,ACB,ACB
2020-05-15,7430,7670,7260,7490,6937907,ACB,ACB
2020-05-18,7560,7560,7390,7530,2771622,ACB,ACB
2020-05-19,7600,7780,7600,7670,5561531,ACB,ACB
2020-05-20,7640,7740,7600,7670,3116422,ACB,ACB
2020-05-21,7670,7850,7560,7740,4622625,ACB,ACB
2020-05-22,7780,7850,7700,7740,4841440,ACB,ACB
2020-05-25,7780,7850,7700,7810,3519682,ACB,ACB
2020-05-26,7780,8109,7780,8050,5267006,ACB,ACB
2020-05-27,8109,8189,7880,7880,6389497,ACB,ACB
2020-05-28,7880,8010,7880,7900,3568932,ACB,ACB
2020-05-29,7900,7950,7850,7900,2394358,ACB,ACB
2020-06-01,7950,8670,7900,8670,13859688,ACB,ACB
2020-06-02,8810,9160,8570,8570,10935462,ACB,ACB
2020-06-03,8570,8810,8570,8810,3758964,ACB,ACB
2020-06-04,8850,8880,8710,8740,5159832,ACB,ACB
2020-06-05,8780,8780,8600,8710,4025847,ACB,ACB
2020-06-08,8710,8980,8710,8780,6087882,ACB,ACB
2020-06-09,8810,8850,8710,8810,3531851,ACB,ACB
2020-06-10,8810,8950,8710,8850,6494275,ACB,ACB
2020-06-11,8850,8910,8430,8460,9172138,ACB,ACB
2020-06-12,8290,8460,8080,8460,6648375,ACB,ACB
2020-06-15,8530,8530,8010,8050,5885937,ACB,ACB
2020-06-16,8160,8360,8160,8220,4198360,ACB,ACB
2020-06-17,8390,8390,8109,8189,1599340,ACB,ACB
2020-06-18,8189,8260,8080,8220,1301526,ACB,ACB
2020-06-19,8220,8460,8220,8430,2334941,ACB,ACB
2020-06-22,8430,8530,8290,8330,2256643,ACB,ACB
2020-06-23,8360,8430,8260,8290,3282364,ACB,ACB
2020-06-24,8290,8390,8189,8220,3013466,ACB,ACB
2020-06-25,8189,8220,8109,8189,2500893,ACB,ACB
2020-06-26,8220,8290,8160,8160,1400341,ACB,ACB
2020-06-29,8160,8160,7850,7900,4353272,ACB,ACB
2020-06-30,7950,8050,7740,7880,3585625,ACB,ACB
2020-07-01,7880,8050,7880,8010,1676001,ACB,ACB
2020-07-02,8010,8080,7950,7980,1070089,ACB,ACB
2020-07-03,8010,8050,7950,7950,1271360,ACB,ACB
2020-07-06,7950,8189,7950,8160,3204367,ACB,ACB
2020-07-07,8189,8290,8189,8189,2389942,ACB,ACB
2020-07-08,8160,8290,8160,8260,1647694,ACB,ACB
2020-07-09,8260,8390,8260,8390,2248695,ACB,ACB
2020-07-10,8390,8430,8220,8290,2284971,ACB,ACB
2020-07-13,8330,8360,8220,8260,1840084,ACB,ACB
2020-07-14,8260,8330,8189,8290,1406915,ACB,ACB
2020-07-15,8360,8360,8290,8290,1570073,ACB,ACB
2020-07-16,8360,8360,8260,8290,903322,ACB,ACB
2020-07-17,8330,8640,8290,8570,7890281,ACB,ACB
2020-07-20,8570,8600,8460,8460,2622350,ACB,ACB
2020-07-21,8460,8500,8360,8500,2194410,ACB,ACB
2020-07-22,8500,8570,8360,8430,1726317,ACB,ACB
2020-07-23,8430,8430,8290,8360,1955757,ACB,ACB
2020-07-24,8390,8390,7780,8010,5532575,ACB,ACB
2020-07-27,7220,7900,7220,7530,6240477,ACB,ACB
