time,open,high,low,close,volume,ticker
2019-01-02,63890,63890,63320,63650,433670,MSN
2019-01-03,63890,63890,62840,63170,565640,MSN
2019-01-04,62350,62760,61140,61710,463070,MSN
2019-01-07,63240,63570,62520,63320,336380,MSN
2019-01-08,63320,64060,63240,63980,279810,MSN
2019-01-09,63980,64620,63890,63980,339530,MSN
2019-01-10,63980,65680,63980,64950,450900,MSN
2019-01-11,65030,65760,64780,65349,452300,MSN
2019-01-14,65349,65840,65030,65190,268810,MSN
2019-01-15,65269,66400,65110,66320,403800,MSN
2019-01-16,66400,66890,65910,65910,483100,MSN
2019-01-17,65840,66490,64950,64950,320060,MSN
2019-01-18,64950,65910,64950,65600,359080,MSN
2019-01-21,65600,65840,65269,65430,266000,MSN
2019-01-22,65430,65519,64860,64860,115780,MSN
2019-01-23,64860,64860,63170,63170,707690,MSN
2019-01-24,63730,63890,62760,63170,435690,MSN
2019-01-25,63170,63650,63010,63410,677540,MSN
2019-01-28,63410,64220,63410,64060,749070,MSN
2019-01-29,64780,64780,64140,64379,604480,MSN
2019-01-30,64060,64470,64060,64060,591400,MSN
2019-01-31,64300,64470,62930,62930,721900,MSN
2019-02-01,63170,63650,62760,63490,679540,MSN
2019-02-11,64700,66570,64620,64950,1094450,MSN
2019-02-12,66000,67220,65430,66650,1032810,MSN
2019-02-13,66650,69570,66650,69570,1361490,MSN
2019-02-14,69570,69970,68030,69650,1451830,MSN
2019-02-15,69480,69480,68510,68600,779850,MSN
2019-02-18,68830,69240,68750,69160,659240,MSN
2019-02-19,68910,70130,68910,70040,1121720,MSN
2019-02-20,69650,69970,69480,69650,1131460,MSN
2019-02-21,69890,72800,69890,72650,2224960,MSN
2019-02-22,72800,73700,71580,71580,1234210,MSN
2019-02-25,74500,74500,73290,73860,1139980,MSN
2019-02-26,73780,73860,71580,72880,902730,MSN
2019-02-27,72960,73610,72720,72800,788910,MSN
2019-02-28,72800,72800,71670,71990,835220,MSN
2019-03-01,72070,72240,71420,72070,683440,MSN
2019-03-04,72160,74020,72070,72480,1284390,MSN
2019-03-05,72480,73610,72320,72400,772090,MSN
2019-03-06,72880,73040,72320,72880,695520,MSN
2019-03-07,73450,73700,72720,72880,947510,MSN
2019-03-08,72160,72880,71670,72720,469730,MSN
2019-03-11,71340,72650,71340,72560,602350,MSN
2019-03-12,72560,72880,71340,71670,653990,MSN
2019-03-13,71670,72480,71670,72070,1014640,MSN
